`# time, f
1.116558279139569822e+04,-2.137933305715674637e-01
1.118559279639819943e+04,-2.137944701427800798e-01
1.120560280140070063e+04,-2.137956108924538023e-01
1.122561280640320183e+04,-2.137967530655724979e-01
1.124562281140570303e+04,-2.137978968799559010e-01
1.126563281640820423e+04,-2.137990425281923179e-01
1.128564282141070544e+04,-2.138001901795284210e-01
1.130565282641320664e+04,-2.138013399817242366e-01
1.132566283141570966e+04,-2.138024920628770753e-01
1.134567283641820723e+04,-2.138036465332167624e-01
1.136568284142071025e+04,-2.138048034868697822e-01
1.138569284642321145e+04,-2.138059630035898939e-01
1.140570285142571265e+04,-2.138071251504455594e-01
1.142571285642821385e+04,-2.138082899834568840e-01
1.144572286143071506e+04,-2.138094575491684413e-01
1.146573286643321626e+04,-2.138106278861451881e-01
1.148574287143571746e+04,-2.138118010263771740e-01
1.150575287643821866e+04,-2.138129769965781135e-01
1.152576288144071987e+04,-2.138141558193644431e-01
1.154577288644322289e+04,-2.138153375143025114e-01
1.156578289144572409e+04,-2.138165220988145487e-01
1.158579289644822529e+04,-2.138177095889347568e-01
1.160580290145072649e+04,-2.138188999999136308e-01
1.162581290645322588e+04,-2.138200933466683773e-01
1.164582291145572708e+04,-2.138212896440842559e-01
1.166583291645822828e+04,-2.138224889071732027e-01
1.168584292146072949e+04,-2.138236911511002813e-01
1.170585292646323069e+04,-2.138248963910926170e-01
1.172586293146573189e+04,-2.138261046422474942e-01
1.174587293646823491e+04,-2.138273159192585482e-01
1.176588294147073611e+04,-2.138285302360823092e-01
1.178589294647323732e+04,-2.138297476055678603e-01
1.180590295147573852e+04,-2.138309680390720613e-01
1.182591295647823972e+04,-2.138321915460853206e-01
1.184592296148074092e+04,-2.138334181338893691e-01
1.186593296648324213e+04,-2.138346478072685464e-01
1.188594297148574151e+04,-2.138358805682934738e-01
1.190595297648824271e+04,-2.138371164161922966e-01
1.192596298149074391e+04,-2.138383553473210685e-01
1.194597298649324512e+04,-2.138395973552422724e-01
1.196598299149574814e+04,-2.138408424309124756e-01
1.198599299649824934e+04,-2.138420905629798696e-01
1.200600300150075054e+04,-2.138433417381840618e-01
1.202601300650325175e+04,-2.138445959418494580e-01
1.204602301150575295e+04,-2.138458531584578881e-01
1.206603301650825415e+04,-2.138471133722856521e-01
1.208604302151075535e+04,-2.138483765680862236e-01
1.210605302651325655e+04,-2.138496427318007653e-01
1.212606303151575958e+04,-2.138509118512782470e-01
1.214607303651826078e+04,-2.138521839169873484e-01
1.216608304152075834e+04,-2.138534589227056582e-01
1.218609304652326136e+04,-2.138547368661717074e-01
1.220610305152576257e+04,-2.138560177496915127e-01
1.222611305652826377e+04,-2.138573015806892741e-01
1.224612306153076497e+04,-2.138585883722008418e-01
1.226613306653326617e+04,-2.138598781433050933e-01
1.228614307153576738e+04,-2.138611709194955801e-01
1.230615307653826858e+04,-2.138624667329940277e-01
1.232616308154076978e+04,-2.138637656230103767e-01
1.234617308654327280e+04,-2.138650676359543923e-01
1.236618309154577400e+04,-2.138663728256044172e-01
1.238619309654827521e+04,-2.138676812532410709e-01
1.240620310155077641e+04,-2.138689929877516105e-01
1.242621310655327761e+04,-2.138703081057110600e-01
1.244622311155577700e+04,-2.138716266914474640e-01
1.246623311655827820e+04,-2.138729488370953724e-01
1.248624312156077940e+04,-2.138742746426440244e-01
1.250625312656328060e+04,-2.138756042159830062e-01
1.252626313156578180e+04,-2.138769376729501015e-01
1.254627313656828483e+04,-2.138782751373844715e-01
1.256628314157078603e+04,-2.138796167411861071e-01
1.258629314657328723e+04,-2.138809626243850237e-01
1.260630315157578843e+04,-2.138823129352201147e-01
1.262631315657828964e+04,-2.138836678302293848e-01
1.264632316158079084e+04,-2.138850274743497593e-01
1.266633316658329204e+04,-2.138863920410290498e-01
1.268634317158579324e+04,-2.138877617123466635e-01
1.270635317658829263e+04,-2.138891366791431103e-01
1.272636318159079383e+04,-2.138905171411562556e-01
1.274637318659329503e+04,-2.138919033071623732e-01
1.276638319159579805e+04,-2.138932953951188098e-01
1.278639319659829926e+04,-2.138946936323052328e-01
1.280640320160080046e+04,-2.138960982554596602e-01
1.282641320660330166e+04,-2.138975095109041380e-01
1.284642321160580286e+04,-2.138989276546546525e-01
1.286643321660830406e+04,-2.139003529525095870e-01
1.288644322161080527e+04,-2.139017856801083417e-01
1.290645322661330647e+04,-2.139032261229522058e-01
1.292646323161580949e+04,-2.139046745763784063e-01
1.294647323661831069e+04,-2.139061313454757585e-01
1.296648324162081190e+04,-2.139075967449305671e-01
1.298649324662331128e+04,-2.139090710987910926e-01
1.300650325162581248e+04,-2.139105547401345953e-01
1.302651325662831368e+04,-2.139120480106259381e-01
1.304652326163081489e+04,-2.139135512599507905e-01
1.306653326663331609e+04,-2.139150648451121906e-01
1.308654327163581729e+04,-2.139165891295765620e-01
1.310655327663831849e+04,-2.139181244822602745e-01
1.312656328164081970e+04,-2.139196712763503372e-01
1.314657328664332272e+04,-2.139212298879562824e-01
1.316658329164582392e+04,-2.139228006945991523e-01
1.318659329664832512e+04,-2.139243840735473023e-01
1.320660330165082632e+04,-2.139259804000191167e-01
1.322661330665332753e+04,-2.139275900452809187e-01
1.324662331165582873e+04,-2.139292133746752422e-01
1.326663331665832811e+04,-2.139308507456233188e-01
1.328664332166082932e+04,-2.139325025056514618e-01
1.330665332666333052e+04,-2.139341689904898369e-01
1.332666333166583172e+04,-2.139358505222934692e-01
1.334667333666833292e+04,-2.139375474080259798e-01
1.336668334167083594e+04,-2.139392599380347260e-01
1.338669334667333715e+04,-2.139409883848300553e-01
1.340670335167583835e+04,-2.139427330020588769e-01
1.342671335667833955e+04,-2.139444940236442660e-01
1.344672336168084075e+04,-2.139462716630397277e-01
1.346673336668334196e+04,-2.139480661125326144e-01
1.348674337168584316e+04,-2.139498775425204280e-01
1.350675337668834436e+04,-2.139517061006855903e-01
1.352676338169084374e+04,-2.139535519110051243e-01
1.354677338669334495e+04,-2.139554150725502812e-01
1.356678339169584797e+04,-2.139572956580652330e-01
1.358679339669834917e+04,-2.139591937123449528e-01
1.360680340170085037e+04,-2.139611092504757894e-01
1.362681340670335157e+04,-2.139630422560310219e-01
1.364682341170585278e+04,-2.139649926793465162e-01
1.366683341670835398e+04,-2.139669604360170951e-01
1.368684342171085518e+04,-2.139689454057582263e-01
1.370685342671335638e+04,-2.139709474317683657e-01
1.372686343171585759e+04,-2.139729663207051158e-01
1.374687343671836061e+04,-2.139750018433552170e-01
1.376688344172086181e+04,-2.139770537360387581e-01
1.378689344672336301e+04,-2.139791217027491310e-01
1.380690345172586240e+04,-2.139812054179897061e-01
1.382691345672836360e+04,-2.139833045302368120e-01
1.384692346173086480e+04,-2.139854186659350399e-01
1.386693346673336600e+04,-2.139875474339149042e-01
1.388694347173586721e+04,-2.139896904301178404e-01
1.390695347673836841e+04,-2.139918472425147156e-01
1.392696348174086961e+04,-2.139940174561102970e-01
1.394697348674337263e+04,-2.139962006579374243e-01
1.396698349174587383e+04,-2.139983964419565343e-01
1.398699349674837504e+04,-2.140006044137897356e-01
1.400700350175087624e+04,-2.140028241952298127e-01
1.402701350675337744e+04,-2.140050554284769480e-01
1.404702351175587864e+04,-2.140072977800676068e-01
1.406703351675837985e+04,-2.140095509444665256e-01
1.408704352176087923e+04,-2.140118146473047045e-01
1.410705352676338043e+04,-2.140140886482499727e-01
1.412706353176588163e+04,-2.140163727435066832e-01
1.414707353676838284e+04,-2.140186667679435106e-01
1.416708354177088586e+04,-2.140209705968557363e-01
1.418709354677338706e+04,-2.140232841473715675e-01
1.420710355177588826e+04,-2.140256073795154812e-01
1.422711355677838947e+04,-2.140279402969457734e-01
1.424712356178089067e+04,-2.140302829473849644e-01
1.426713356678339187e+04,-2.140326354227641836e-01
1.428714357178589307e+04,-2.140349978591029878e-01
1.430715357678839428e+04,-2.140373704361472895e-01
1.432716358179089730e+04,-2.140397533767867677e-01
1.434717358679339486e+04,-2.140421469462716331e-01
1.436718359179589606e+04,-2.140445514512468450e-01
1.438719359679839908e+04,-2.140469672386190736e-01
1.440720360180090029e+04,-2.140493946942680359e-01
1.442721360680340149e+04,-2.140518342416104225e-01
1.444722361180590269e+04,-2.140542863400206053e-01
1.446723361680840389e+04,-2.140567514831093754e-01
1.448724362181090510e+04,-2.140592301968576860e-01
1.450725362681340630e+04,-2.140617230376005986e-01
1.452726363181590750e+04,-2.140642305898536879e-01
1.454727363681841052e+04,-2.140667534639741354e-01
1.456728364182091173e+04,-2.140692922936466847e-01
1.458729364682341293e+04,-2.140718477331861880e-01
1.460730365182591413e+04,-2.140744204546491392e-01
1.462731365682841351e+04,-2.140770111447451718e-01
1.464732366183091472e+04,-2.140796205015408349e-01
1.466733366683341592e+04,-2.140822492309440439e-01
1.468734367183591712e+04,-2.140848980429517212e-01
1.470735367683841832e+04,-2.140875676476322598e-01
1.472736368184091953e+04,-2.140902587508007326e-01
1.474737368684342073e+04,-2.140929720493228161e-01
1.476738369184592375e+04,-2.140957082259610511e-01
1.478739369684842495e+04,-2.140984679436553073e-01
1.480740370185092615e+04,-2.141012518391117725e-01
1.482741370685342736e+04,-2.141040605155758447e-01
1.484742371185592856e+04,-2.141068945346913666e-01
1.486743371685842976e+04,-2.141097544074131165e-01
1.488744372186093096e+04,-2.141126405840558522e-01
1.490745372686343035e+04,-2.141155534437307328e-01
1.492746373186593155e+04,-2.141184932836385224e-01
1.494747373686843275e+04,-2.141214603089331703e-01
1.496748374187093577e+04,-2.141244546241050928e-01
1.498749374687343698e+04,-2.141274762270035381e-01
1.500750375187593818e+04,-2.141305250066650734e-01
1.502751375687843938e+04,-2.141336007459813673e-01
1.504752376188094058e+04,-2.141367031299042656e-01
1.506753376688344179e+04,-2.141398317593658229e-01
1.508754377188594299e+04,-2.141429861704558235e-01
1.510755377688844419e+04,-2.141461658577670235e-01
1.512756378189094539e+04,-2.141493703003079507e-01
1.514757378689344841e+04,-2.141525989881024883e-01
1.516758379189594598e+04,-2.141558514475956632e-01
1.518759379689844900e+04,-2.141591272642384969e-01
1.520760380190095020e+04,-2.141624261010671160e-01
1.522761380690345140e+04,-2.141657477126095721e-01
1.524762381190595261e+04,-2.141690919539538385e-01
1.526763381690845381e+04,-2.141724587852076589e-01
1.528764382191095501e+04,-2.141758482718570111e-01
1.530765382691345621e+04,-2.141792605816640327e-01
1.532766383191595742e+04,-2.141826959787816453e-01
1.534767383691846044e+04,-2.141861548157205641e-01
1.536768384192096164e+04,-2.141896375237293815e-01
1.538769384692346284e+04,-2.141931446020696184e-01
1.540770385192596405e+04,-2.141966766065927785e-01
1.542771385692846525e+04,-2.142002341379873609e-01
1.544772386193096463e+04,-2.142038178300345874e-01
1.546773386693346583e+04,-2.142074283382158773e-01
1.548774387193596704e+04,-2.142110663290164585e-01
1.550775387693846824e+04,-2.142147324702731448e-01
1.552776388194096944e+04,-2.142184274228947638e-01
1.554777388694347064e+04,-2.142221518342380393e-01
1.556778389194597366e+04,-2.142259063333301072e-01
1.558779389694847487e+04,-2.142296915280086644e-01
1.560780390195097607e+04,-2.142335080038995365e-01
1.562781390695347727e+04,-2.142373563249922452e-01
1.564782391195597847e+04,-2.142412370354377371e-01
1.566783391695847968e+04,-2.142451506620959290e-01
1.568784392196098088e+04,-2.142490977173319711e-01
1.570785392696348208e+04,-2.142530787016070359e-01
1.572786393196598146e+04,-2.142570941055267075e-01
1.574787393696848267e+04,-2.142611444111857943e-01
1.576788394197098569e+04,-2.142652300928500064e-01
1.578789394697348689e+04,-2.142693516172115842e-01
1.580790395197598809e+04,-2.142735094436100662e-01
1.582791395697848930e+04,-2.142777040246983677e-01
1.584792396198099050e+04,-2.142819358080302605e-01
1.586793396698349170e+04,-2.142862052389536975e-01
1.588794397198599290e+04,-2.142905127650149011e-01
1.590795397698849411e+04,-2.142948588418440437e-01
1.592796398199099531e+04,-2.142992439402287286e-01
1.594797398699349833e+04,-2.143036685538299013e-01
1.596798399199599953e+04,-2.143081332067862943e-01
1.598799399699849891e+04,-2.143126384603077084e-01
1.600800400200100012e+04,-2.143171849172876009e-01
1.602801400700350132e+04,-2.143217732239653395e-01
1.604802401200600252e+04,-2.143264040677274329e-01
1.606803401700850372e+04,-2.143310781702485734e-01
1.608804402201100493e+04,-2.143357962753282553e-01
1.610805402701350613e+04,-2.143405591309942015e-01
1.612806403201600733e+04,-2.143453674657413432e-01
1.614807403701851035e+04,-2.143502219591885416e-01
1.616808404202101156e+04,-2.143551232079893565e-01
1.618809404702351276e+04,-2.143600716885421253e-01
1.620810405202601396e+04,-2.143650677188443376e-01
1.622811405702851516e+04,-2.143701114226277127e-01
1.624812406203101636e+04,-2.143752026994882598e-01
1.626813406703351575e+04,-2.143803412048610468e-01
1.628814407203601695e+04,-2.143855263431777569e-01
1.630815407703851815e+04,-2.143907572763056602e-01
1.632816408204101936e+04,-2.143960329475298743e-01
1.634817408704352056e+04,-2.144013521192736360e-01
1.636818409204602358e+04,-2.144067134209356462e-01
1.638819409704852296e+04,-2.144121154021294828e-01
1.640820410205102598e+04,-2.144175565864771538e-01
1.642821410705352537e+04,-2.144230355218876005e-01
1.644822411205602839e+04,-2.144285508246278893e-01
1.646823411705853141e+04,-2.144341012160353444e-01
1.648824412206103079e+04,-2.144396855520440959e-01
1.650825412706353382e+04,-2.144453028465599376e-01
1.652826413206603320e+04,-2.144509522900688026e-01
1.654827413706853258e+04,-2.144566332647772355e-01
1.656828414207103560e+04,-2.144623453572177818e-01
1.658829414707353499e+04,-2.144680883687625217e-01
1.660830415207603801e+04,-2.144738623240201036e-01
1.662831415707853739e+04,-2.144796674767109335e-01
1.664832416208104041e+04,-2.144855043123738148e-01
1.666833416708354343e+04,-2.144913735471432048e-01
1.668834417208604282e+04,-2.144972761218411905e-01
1.670835417708854584e+04,-2.145032131907264605e-01
1.672836418209104522e+04,-2.145091861044342296e-01
1.674837418709354824e+04,-2.145151963869403600e-01
1.676838419209604763e+04,-2.145212457068106648e-01
1.678839419709855065e+04,-2.145273358435885180e-01
1.680840420210105003e+04,-2.145334686509121624e-01
1.682841420710354942e+04,-2.145396460187825038e-01
1.684842421210605244e+04,-2.145458698381538520e-01
1.686843421710855182e+04,-2.145521419714522260e-01
1.688844422211105484e+04,-2.145584642324441238e-01
1.690845422711355786e+04,-2.145648383778388513e-01
1.692846423211605725e+04,-2.145712661110601438e-01
1.694847423711856027e+04,-2.145777490960034672e-01
1.696848424212105965e+04,-2.145842889758376171e-01
1.698849424712356267e+04,-2.145908873897298119e-01
1.700850425212606206e+04,-2.145975459794355056e-01
1.702851425712856508e+04,-2.146042663784223925e-01
1.704852426213106810e+04,-2.146110501786573921e-01
1.706853426713356748e+04,-2.146178988741360705e-01
1.708854427213606687e+04,-2.146248137851808624e-01
1.710855427713856989e+04,-2.146317959727868652e-01
1.712856428214106927e+04,-2.146388461568650152e-01
1.714857428714357229e+04,-2.146459646548702915e-01
1.716858429214607168e+04,-2.146531513566925231e-01
1.718859429714857470e+04,-2.146604057470469229e-01
1.720860430215107408e+04,-2.146677269783895947e-01
1.722861430715357710e+04,-2.146751139876162673e-01
1.724862431215607648e+04,-2.146825656414802219e-01
1.726863431715857951e+04,-2.146900808914090630e-01
1.728864432216108253e+04,-2.146976589191508522e-01
1.730865432716358191e+04,-2.147052992593446452e-01
1.732866433216608493e+04,-2.147130018913895044e-01
1.734867433716858432e+04,-2.147207672986808091e-01
1.736868434217108370e+04,-2.147285964971747396e-01
1.738869434717358672e+04,-2.147364910372510094e-01
1.740870435217608610e+04,-2.147444529835527138e-01
1.742871435717858913e+04,-2.147524848776485584e-01
1.744872436218108851e+04,-2.147605896885174392e-01
1.746873436718359153e+04,-2.147687707562032366e-01
1.748874437218609455e+04,-2.147770317344213642e-01
1.750875437718859393e+04,-2.147853765380804691e-01
1.752876438219109696e+04,-2.147938093012204674e-01
1.754877438719359634e+04,-2.148023343494469273e-01
1.756878439219609936e+04,-2.148109561885036822e-01
1.758879439719859874e+04,-2.148196795074342469e-01
1.760880440220110177e+04,-2.148285091913557099e-01
1.762881440720360115e+04,-2.148374503357717846e-01
1.764882441220610053e+04,-2.148465082519337432e-01
1.766883441720860355e+04,-2.148556884510351705e-01
1.768884442221110658e+04,-2.148649965937564077e-01
1.770885442721360596e+04,-2.148744383907474353e-01
1.772886443221610898e+04,-2.148840194395402747e-01
1.774887443721860836e+04,-2.148937449858080162e-01
1.776888444222111139e+04,-2.149036196048720870e-01
1.778889444722361077e+04,-2.149136468166973346e-01
1.780890445222611379e+04,-2.149238286763568706e-01
1.782891445722861317e+04,-2.149341654178714700e-01
1.784892446223111619e+04,-2.149446552575218772e-01
1.786893446723361922e+04,-2.149552944595485848e-01
1.788894447223611860e+04,-2.149660777146275847e-01
1.790895447723861798e+04,-2.149769987885780109e-01
1.792896448224112100e+04,-2.149880513074870214e-01
1.794897448724362039e+04,-2.149992295054821978e-01
1.796898449224612341e+04,-2.150105287909653273e-01
1.798899449724862279e+04,-2.150219460608140676e-01
1.800900450225112581e+04,-2.150334797665992559e-01
1.802901450725362520e+04,-2.150451297843810616e-01
1.804902451225612822e+04,-2.150568971580089084e-01
1.806903451725863124e+04,-2.150687837872508612e-01
1.808904452226113062e+04,-2.150807921279365154e-01
1.810905452726363364e+04,-2.150929249648019237e-01
1.812906453226613303e+04,-2.151051853048748796e-01
1.814907453726863605e+04,-2.151175764149392267e-01
1.816908454227113543e+04,-2.151301019915668744e-01
1.818909454727363482e+04,-2.151427664156352060e-01
1.820910455227613784e+04,-2.151555750184650506e-01
1.822911455727863722e+04,-2.151685342822071134e-01
1.824912456228114024e+04,-2.151816519108308012e-01
1.826913456728364326e+04,-2.151949367298191529e-01
1.828914457228614265e+04,-2.152083983918747778e-01
1.830915457728864567e+04,-2.152220468788060281e-01
1.832916458229114505e+04,-2.152358918026811285e-01
1.834917458729364807e+04,-2.152499415388993420e-01
1.836918459229614746e+04,-2.152642022901877783e-01
1.838919459729865048e+04,-2.152786772863850284e-01
1.840920460230114986e+04,-2.152933664227666133e-01
1.842921460730365288e+04,-2.153082666273200552e-01
1.844922461230615227e+04,-2.153233730456499961e-01
1.846923461730865165e+04,-2.153386808074391756e-01
1.848924462231115467e+04,-2.153541869009820420e-01
1.850925462731365769e+04,-2.153698916947571762e-01
1.852926463231615708e+04,-2.153857998609401969e-01
1.854927463731866010e+04,-2.154019206962944355e-01
1.856928464232115948e+04,-2.154182679736615647e-01
1.858929464732366250e+04,-2.154348594827380226e-01
1.860930465232616189e+04,-2.154517163821871584e-01
1.862931465732866491e+04,-2.154688624329426927e-01
1.864932466233116793e+04,-2.154863231405020063e-01
1.866933466733366731e+04,-2.155041248133089671e-01
1.868934467233617033e+04,-2.155222935420498254e-01
1.870935467733866972e+04,-2.155408540965195741e-01
1.872936468234116910e+04,-2.155598286894965798e-01
1.874937468734367212e+04,-2.155792354897761998e-01
1.876938469234617151e+04,-2.155990868207634803e-01
1.878939469734867453e+04,-2.156193873478950140e-01
1.880940470235117391e+04,-2.156401331477988681e-01
1.882941470735367693e+04,-2.156613127281072073e-01
1.884942471235617631e+04,-2.156829101917232538e-01
1.886943471735867934e+04,-2.157049093346819491e-01
1.888944472236118236e+04,-2.157272970364400022e-01
1.890945472736368174e+04,-2.157500653600828711e-01
1.892946473236618476e+04,-2.157732130959813255e-01
1.894947473736868415e+04,-2.157967477564092518e-01
1.896948474237118717e+04,-2.158206882924258996e-01
1.898949474737368655e+04,-2.158450679492724122e-01
1.900950475237618593e+04,-2.158699362877145311e-01
1.902951475737868896e+04,-2.158953593354959177e-01
1.904952476238118834e+04,-2.159214167472631729e-01
1.906953476738369136e+04,-2.159481948984600941e-01
1.908954477238619438e+04,-2.159757759593875504e-01
1.910955477738869376e+04,-2.160042261416174336e-01
1.912956478239119679e+04,-2.160335898978015812e-01
1.914957478739369617e+04,-2.160638957136538918e-01
1.916958479239619919e+04,-2.160951714141341740e-01
1.918959479739869857e+04,-2.161274601580899790e-01
1.920960480240120160e+04,-2.161608295579551808e-01
1.922961480740370098e+04,-2.161953733478584605e-01
1.924962481240620400e+04,-2.162312108024242729e-01
1.926963481740870338e+04,-2.162684875356012948e-01
1.928964482241120641e+04,-2.163073744277492216e-01
1.930965482741370579e+04,-2.163480595543267604e-01
1.932966483241620881e+04,-2.163907371836121529e-01
1.934967483741870819e+04,-2.164356135778993107e-01
1.936968484242121121e+04,-2.164829419607662286e-01
1.938969484742371060e+04,-2.165330628648494959e-01
1.940970485242621362e+04,-2.165864416761571765e-01
1.942971485742871300e+04,-2.166437326547877018e-01
1.944972486243121602e+04,-2.167058602036047998e-01
1.946973486743371905e+04,-2.167740664194895417e-01
1.948974487243621843e+04,-2.168500040898742598e-01
1.950975487743872145e+04,-2.169363316693902199e-01
1.952976488244122083e+04,-2.170380511014352032e-01
1.954977488744372022e+04,-2.171658928702077107e-01
1.956978489244622324e+04,-2.173530649605934784e-01
1.958979489744872262e+04,-2.179078243501068879e-01
1.960980490245122564e+04,-2.183246128593052116e-01
1.962981490745372503e+04,-2.184634918028396933e-01
1.964982491245622805e+04,-2.185420471488730976e-01
1.966983491745873107e+04,-2.185930478828510826e-01
1.968984492246123045e+04,-2.186291171759529861e-01
1.970985492746373347e+04,-2.186565792000766117e-01
1.972986493246623286e+04,-2.186789450064614282e-01
1.974987493746873588e+04,-2.186982648693270581e-01
1.976988494247123526e+04,-2.187157714053570012e-01
1.978989494747373828e+04,-2.187322207481620373e-01
1.980990495247623767e+04,-2.187480845135378327e-01
1.982991495747873705e+04,-2.187636614089349674e-01
1.984992496248124007e+04,-2.187791435225658332e-01
1.986993496748373946e+04,-2.187946565321312042e-01
1.988994497248624248e+04,-2.188102848710934134e-01
1.990995497748874550e+04,-2.188260881923588252e-01
1.992996498249124488e+04,-2.188421125521113897e-01
1.994997498749374790e+04,-2.188583979528559986e-01
1.996998499249624729e+04,-2.188749829846581563e-01
1.998999499749875031e+04,-2.188919070530920274e-01
2.001000500250124969e+04,-2.189092107940910914e-01
2.003001500750375271e+04,-2.189269354581463711e-01
2.005002501250625573e+04,-2.189451220002877618e-01
2.007003501750875512e+04,-2.189638101382400670e-01
2.009004502251125450e+04,-2.189830369830675916e-01
2.011005502751375752e+04,-2.190028347839250156e-01
2.013006503251625691e+04,-2.190232283915022338e-01
2.015007503751875993e+04,-2.190442344339366132e-01
2.017008504252125931e+04,-2.190658640619925213e-01
2.019009504752376233e+04,-2.190881287037906855e-01
2.021010505252626172e+04,-2.191110455731925810e-01
2.023011505752876474e+04,-2.191346398072044344e-01
2.025012506253126412e+04,-2.191589437582677491e-01
2.027013506753376714e+04,-2.191839978712858683e-01
2.029014507253627016e+04,-2.192098568306888040e-01
2.031015507753876955e+04,-2.192365987197179844e-01
2.033016508254127257e+04,-2.192643304761919265e-01
2.035017508754377195e+04,-2.192931855945484121e-01
2.037018509254627133e+04,-2.193233161101167672e-01
2.039019509754877436e+04,-2.193548822573811452e-01
2.041020510255127374e+04,-2.193880395194204580e-01
2.043021510755377676e+04,-2.194229268391577614e-01
2.045022511255627614e+04,-2.194596727669054503e-01
2.047023511755877917e+04,-2.194984279194202026e-01
2.049024512256128219e+04,-2.195394011405523149e-01
2.051025512756378157e+04,-2.195828855360786314e-01
2.053026513256628459e+04,-2.196293076001959443e-01
2.055027513756878398e+04,-2.196793075727565825e-01
2.057028514257128700e+04,-2.197337871157897526e-01
2.059029514757378638e+04,-2.197938999870886756e-01
2.061030515257628940e+04,-2.198610918197253794e-01
2.063031515757878879e+04,-2.199374664662971657e-01
2.065032516258128817e+04,-2.200268227598365101e-01
2.067033516758379119e+04,-2.201374830548883388e-01
2.069034517258629421e+04,-2.202920602231640823e-01
2.071035517758879359e+04,-2.206349345657988015e-01
2.073036518259129662e+04,-2.212334972997357097e-01
2.075037518759379600e+04,-2.213962722035534292e-01
2.077038519259629902e+04,-2.214844455347295960e-01
2.079039519759879840e+04,-2.215437694049847694e-01
2.081040520260130143e+04,-2.215867125913427993e-01
2.083041520760380081e+04,-2.216187060813959719e-01
2.085042521260630383e+04,-2.216428622726692443e-01
2.087043521760880685e+04,-2.216612442440739073e-01
2.089044522261130624e+04,-2.216753163856286790e-01
2.091045522761380562e+04,-2.216861513880984680e-01
2.093046523261630864e+04,-2.216945468701396749e-01
2.095047523761880802e+04,-2.217011003365160771e-01
2.097048524262131104e+04,-2.217062610809909518e-01
2.099049524762381407e+04,-2.217103675959656017e-01
2.101050525262631345e+04,-2.217136751230676939e-01
2.103051525762881647e+04,-2.217163761832482982e-01
2.105052526263131222e+04,-2.217186159763246123e-01
2.107053526763381524e+04,-2.217205039754991391e-01
2.109054527263631462e+04,-2.217221226759716057e-01
2.111055527763881764e+04,-2.217235342045024149e-01
2.113056528264132066e+04,-2.217247853165096871e-01
2.115057528764382005e+04,-2.217259111754474321e-01
2.117058529264632307e+04,-2.217269382114684939e-01
2.119059529764882245e+04,-2.217278862833332864e-01
2.121060530265132547e+04,-2.217287703127006349e-01
2.123061530765382486e+04,-2.217296015186924207e-01
2.125062531265632788e+04,-2.217303883495436723e-01
2.127063531765882726e+04,-2.217311371847089374e-01
2.129064532266133028e+04,-2.217318528630812524e-01
2.131065532766383330e+04,-2.217325390795782947e-01
2.133066533266633269e+04,-2.217331986821888812e-01
2.135067533766883571e+04,-2.217338338938533437e-01
2.137068534267133509e+04,-2.217344464776834778e-01
2.139069534767383811e+04,-2.217350378595568106e-01
2.141070535267633750e+04,-2.217356092187184324e-01
2.143071535767884052e+04,-2.217361615544310438e-01
2.145072536268134354e+04,-2.217366957347461642e-01
2.147073536768384292e+04,-2.217372125319699017e-01
2.149074537268634595e+04,-2.217377126482643623e-01
2.151075537768884533e+04,-2.217381967339646376e-01
2.153076538269134835e+04,-2.217386654005438218e-01
2.155077538769384773e+04,-2.217391192296686853e-01
2.157078539269635075e+04,-2.217395587794186163e-01
2.159079539769884650e+04,-2.217399845884669984e-01
2.161080540270134952e+04,-2.217403971788121930e-01
2.163081540770384890e+04,-2.217407970574934994e-01
2.165082541270635193e+04,-2.217411847176090356e-01
2.167083541770885131e+04,-2.217415606388667693e-01
2.169084542271135433e+04,-2.217419252878346791e-01
2.171085542771385735e+04,-2.217422791180095332e-01
2.173086543271635674e+04,-2.217426225697863573e-01
2.175087543771885976e+04,-2.217429560703876590e-01
2.177088544272135914e+04,-2.217432800337892362e-01
2.179089544772386216e+04,-2.217435948606680529e-01
2.181090545272636155e+04,-2.217439009383867510e-01
2.183091545772886457e+04,-2.217441986410225718e-01
2.185092546273136395e+04,-2.217444883294439062e-01
2.187093546773386697e+04,-2.217447703514336399e-01
2.189094547273636999e+04,-2.217450450418569641e-01
2.191095547773886938e+04,-2.217453127228702636e-01
2.193096548274137240e+04,-2.217455737041657826e-01
2.195097548774387178e+04,-2.217458282832477368e-01
2.197098549274637480e+04,-2.217460767457345439e-01
2.199099549774887419e+04,-2.217463193656828147e-01
2.201100550275137721e+04,-2.217465564059284133e-01
2.203101550775387659e+04,-2.217467881184404244e-01
2.205102551275637961e+04,-2.217470147446840290e-01
2.207103551775888263e+04,-2.217472365159900982e-01
2.209104552276138202e+04,-2.217474536539267294e-01
2.211105552776388504e+04,-2.217476663706719198e-01
2.213106553276638078e+04,-2.217478748693838542e-01
2.215107553776888381e+04,-2.217480793445680276e-01
2.217108554277138319e+04,-2.217482799824390949e-01
2.219109554777388621e+04,-2.217484769612753648e-01
2.221110555277638559e+04,-2.217486704517668827e-01
2.223111555777888861e+04,-2.217488606173542431e-01
2.225112556278138800e+04,-2.217490476145583533e-01
2.227113556778389102e+04,-2.217492315933012326e-01
2.229114557278639040e+04,-2.217494126972160418e-01
2.231115557778889342e+04,-2.217495910639478152e-01
2.233116558279139645e+04,-2.217497668254431176e-01
