0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.669345607905257000e-04,5.343751894113082717e-04,8.027916673572077630e-04,1.072581057512913237e-03,1.344031053830663973e-03,1.617283189520594055e-03,1.892296201958203325e-03,2.168810147071811942e-03,2.446312213637941938e-03,2.724005598506128167e-03,3.000783238149796681e-03,3.275208616932461219e-03,3.545506227514863638e-03,3.809564479399854542e-03,4.064953846022823468e-03,4.308962727411536769e-03,4.538652795711054129e-03,4.750934443736569250e-03,4.942661367621256456e-03,5.110741377763033770e-03,5.252258416907817397e-03,5.364598754428556021e-03,5.445572749636642777e-03,5.493522793151551196e-03,5.507408308292393445e-03,5.486860156678736479e-03,5.432199337069089189e-03,5.344418186200869912e-03,5.225125881804883188e-03,5.076463368028982098e-03,4.900995369052138680e-03,4.701588619885979821e-03,4.481285717732692506e-03,4.243183215144378205e-03,3.990321002191181063e-03,3.725588017454222692e-03,3.451647215193357019e-03,3.170880782164540220e-03,2.885355011877312539e-03,2.596803100187202243e-03,2.306623419744503311e-03,2.015890520068819389e-03,1.725376096482785990e-03,1.435577391994976139e-03,1.146750849633188874e-03,8.589492525195386100e-04,5.720610139978936750e-04,2.858506749645730390e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.343751894113082717e-04,1.069798898053015909e-03,1.607247102771188277e-03,2.147550331434649930e-03,2.691320176266713549e-03,3.238875307577478244e-03,3.790167516700849743e-03,4.344708910100775201e-03,4.901502110154941881e-03,5.458976159676513264e-03,6.014931739859678134e-03,6.566500209950227630e-03,7.110121764426912024e-03,7.641548521106076436e-03,8.155878438663643690e-03,8.647625405449594835e-03,9.110829479141841630e-03,9.539208945928648320e-03,9.926352613113420542e-03,1.026594668305186135e-02,1.055202606108591318e-02,1.077923557903687386e-02,1.094308312667601792e-02,1.104016482867987113e-02,1.106834284288734684e-02,1.102685936509589792e-02,1.091637585024900214e-02,1.073893358187300896e-02,1.049783947547510386e-02,1.019748812431922613e-02,9.843136521919960968e-03,9.440650907141003023e-03,8.996245618764274130e-03,8.516231995102553284e-03,8.006791869176408880e-03,7.473785844009014738e-03,6.922602042820596817e-03,6.358046969403157583e-03,5.784276865659162929e-03,5.204765649609270108e-03,4.622304161314668043e-03,4.039024893790174250e-03,3.456446475131294289e-03,2.875532687656617934e-03,2.296761594402786568e-03,1.720201233413434826e-03,1.145589234933640710e-03,5.724145291034079359e-04,0.000000000000000000e+00
0.000000000000000000e+00,8.027916673572077630e-04,1.607247102771188060e-03,2.414921407362833131e-03,3.227151622052434454e-03,4.044946101995629609e-03,4.868872599484236341e-03,5.698945669683755898e-03,6.534514922882934951e-03,7.374156774281334127e-03,8.215573670646736382e-03,9.055506228527361590e-03,9.889665211794197372e-03,1.071269162789460251e-02,1.151815422716057254e-02,1.229859404082388370e-02,1.304562498817823935e-02,1.375009767152803215e-02,1.440233003181863591e-02,1.499240344015040187e-02,1.551051626015861364e-02,1.594737944076918615e-02,1.629463125000107926e-02,1.654524205937329961e-02,1.669387655049945143e-02,1.673718099666865813e-02,1.667396803717165893e-02,1.650528034235125910e-02,1.623432661291169046e-02,1.586629649559871333e-02,1.540807304388599509e-02,1.486787033462061425e-02,1.425482861949610262e-02,1.357859967572172012e-02,1.284895148734555882e-02,1.207541519416751447e-02,1.126698980360030071e-02,1.043191269425712032e-02,9.577497409122065139e-03,8.710035149227217041e-03,7.834752943526855987e-03,6.955819570078164600e-03,6.076389707950147039e-03,5.198677158968888039e-03,4.324048987182370178e-03,3.453133774481211959e-03,2.585938673114534028e-03,1.721971368997119410e-03,8.603643576487513987e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.072581057512913237e-03,2.147550331434649063e-03,3.227151622052433586e-03,4.313338592845494812e-03,5.407626732082379539e-03,6.510942571721714707e-03,7.623470643637486437e-03,8.744499879204926940e-03,9.872272720646750252e-03,1.100384207546518771e-02,1.213494336480089829e-02,1.325989114787214269e-02,1.437151196416305843e-02,1.546112678903392712e-02,1.651859746246402832e-02,1.753245109189669956e-02,1.849009424395410203e-02,1.937812421370895336e-02,2.018273756221950280e-02,2.089022652217150874e-02,2.148754251175654176e-02,2.196289417841795419e-02,2.230633713136329424e-02,2.251030607603203559e-02,2.257003959789408154e-02,2.248385456758693682e-02,2.225324090694337162e-02,2.188276633592844619e-02,2.137980151328737477e-02,2.075409486554735672e-02,2.001724016913431978e-02,1.918208667919808416e-02,1.826214113822138482e-02,1.727100455899826040e-02,1.622187642207313998e-02,1.512714711966592872e-02,1.399808812968794842e-02,1.284463982616140809e-02,1.167528974835968687e-02,1.049702964076676230e-02,9.315377404902772454e-03,8.134449760946037278e-03,6.957072393563516755e-03,5.784916120036559008e-03,4.618649779927781925e-03,3.458102769389498950e-03,2.302432238614246941e-03,1.150291789713679550e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.344031053830663756e-03,2.691320176266713549e-03,4.044946101995628741e-03,5.407626732082379539e-03,6.781533654249130745e-03,8.168101591854977014e-03,9.567832805700270463e-03,1.098009802637131549e-02,1.240293749962807085e-02,1.383286820658333714e-02,1.526470620835919390e-02,1.669141626543261744e-02,1.810400412962956396e-02,1.949146984912769262e-02,2.084084246977066512e-02,2.213731696897426257e-02,2.336451223114232797e-02,2.450486356473442415e-02,2.554015399475109693e-02,2.645217527081684949e-02,2.722349288279708734e-02,2.783827125431112201e-02,2.828309860540197118e-02,2.854773955229014323e-02,2.862574100054411305e-02,2.851482582460357351e-02,2.821702922942069883e-02,2.773856171809625792e-02,2.708941478053503507e-02,2.628275444782605594e-02,2.533416826329339469e-02,2.426084016258915274e-02,2.308072525064151781e-02,2.181178504831790890e-02,2.047132711357564291e-02,1.907547483260672513e-02,1.763877654352967103e-02,1.617394987798289815e-02,1.469174795900424386e-02,1.320092880463772690e-02,1.170830728147123460e-02,1.021886942609365363e-02,8.735931016213520708e-03,7.261325231232465365e-03,5.795607500307730503e-03,4.338268834246194854e-03,2.887951808174000958e-03,1.442665797660609749e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.617283189520593622e-03,3.238875307577477377e-03,4.868872599484235474e-03,6.510942571721716442e-03,8.168101591854977014e-03,9.842483994776296888e-03,1.153510185107923386e-02,1.324559639374431330e-02,1.497198456347967853e-02,1.671040725199851931e-02,1.845488962850057313e-02,2.019712831180858412e-02,2.192632490330516729e-02,2.362909004634737228e-02,2.528944606215888583e-02,2.688895827629464094e-02,2.840702416025740404e-02,2.982134389181288411e-02,3.110858465661218639e-02,3.224523322910097939e-02,3.320860764610295696e-02,3.397797132754820648e-02,3.453566619721411962e-02,3.486816118577123341e-02,3.496690552795434642e-02,3.482888729142662176e-02,3.445682759089686159e-02,3.385898548123927182e-02,3.304859857938356044e-02,3.204302900691598927e-02,3.086271426504332005e-02,2.953003368542425622e-02,2.806819413764424440e-02,2.650021851419446725e-02,2.484809372452333187e-02,2.313210748661966021e-02,2.137037949747202029e-02,1.957857480055307658e-02,1.776977591043569019e-02,1.595448476046451222e-02,1.414072457729734916e-02,1.233421388046741091e-02,1.053858871775266610e-02,8.755653925402092155e-03,6.985648975163789680e-03,5.227518359163754735e-03,3.479180262865112176e-03,1.737790365196321225e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.892296201958202674e-03,3.790167516700848876e-03,5.698945669683755898e-03,7.623470643637486437e-03,9.567832805700270463e-03,1.153510185107923386e-02,1.352704031415145891e-02,1.554380147597993894e-02,1.758361434848043983e-02,1.964246219845263222e-02,2.171376585546598917e-02,2.378808886809435919e-02,2.585288823005303660e-02,2.789234150221851435e-02,2.988728783775526643e-02,3.181532541535407599e-02,3.365110919364575764e-02,3.536688849030937554e-02,3.693331120355147074e-02,3.832049875790571186e-02,3.949936270741796068e-02,4.044309285876012544e-02,4.112870373870678581e-02,4.153849088021385055e-02,4.166123204587721812e-02,4.149298078535452322e-02,4.103734370041434848e-02,4.030520202190580187e-02,3.931391694091583566e-02,3.808612736908557200e-02,3.664829278467688495e-02,3.502914610522004507e-02,3.325820518159162964e-02,3.136445616957025256e-02,2.937527901198493455e-02,2.731564421130090736e-02,2.520757694543885805e-02,2.306986186797506388e-02,2.091794927733453199e-02,1.876401896145974899e-02,1.661715946916918207e-02,1.448362559489541936e-02,1.236714358618612973e-02,1.026924072696390987e-02,8.189582644791415511e-03,6.126307539054570185e-03,4.076351323928739494e-03,2.035761453034862743e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.168810147071811942e-03,4.344708910100774334e-03,6.534514922882934083e-03,8.744499879204926940e-03,1.098009802637131549e-02,1.324559639374431330e-02,1.554380147597993894e-02,1.787568025686813236e-02,2.023997659585938941e-02,2.263280832303848911e-02,2.504725617686776040e-02,2.747296310748168977e-02,2.989577150833941377e-02,3.229743626625786873e-02,3.465546235762207578e-02,3.694312543052007819e-02,3.912973995197247673e-02,4.118123851207936004e-02,4.306111367243122684e-02,4.473174625921005204e-02,4.615609906125613809e-02,4.729969409018999760e-02,4.813272277418913919e-02,4.863207646254013444e-02,4.878304940960181968e-02,4.858047672912024773e-02,4.802913438693800358e-02,4.714333773867965954e-02,4.594580215349488433e-02,4.446593870593856107e-02,4.273782249977144815e-02,4.079808151740355743e-02,3.868391868994646571e-02,3.643141790193755308e-02,3.407421587518726092e-02,3.164256109376371168e-02,2.916273601543742031e-02,2.665679135745144257e-02,2.414252907263181314e-02,2.163366968411625790e-02,1.914014582929155980e-02,1.666847362559459311e-02,1.422216436092981449e-02,1.180214939647948082e-02,9.407200265722217777e-03,7.034333397260362879e-03,4.679194720850035280e-03,2.336423767084270468e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.446312213637941938e-03,4.901502110154942748e-03,7.374156774281334127e-03,9.872272720646750252e-03,1.240293749962807258e-02,1.497198456347967853e-02,1.758361434848043983e-02,2.023997659585938594e-02,2.294071208506570647e-02,2.568245661547183256e-02,2.845831665828473314e-02,3.125733509967342644e-02,3.406397718266926389e-02,3.685768119001085058e-02,3.961253491244309810e-02,4.229715593588606604e-02,4.487486804960427733e-02,4.730427272429927471e-02,4.954030677144768274e-02,5.153584735805980671e-02,5.324386703751934902e-02,5.462005318862201558e-02,5.562569676112418676e-02,5.623054676909471777e-02,5.641525399779823147e-02,5.617302724158974164e-02,5.551021981269191330e-02,5.444574120319611854e-02,5.300939906478210201e-02,5.123945381552658801e-02,4.917976261087259049e-02,4.687688927511889786e-02,4.437748382547698073e-02,4.172612677735595271e-02,3.896372394420518498e-02,3.612644919805021310e-02,3.324517417096518879e-02,3.034529397188054020e-02,2.744685019474503093e-02,2.456485918473087782e-02,2.170976785127027783e-02,1.888797636436869223e-02,1.610238364206719244e-02,1.335292604537285238e-02,1.063709146614346020e-02,7.950400075664392982e-03,5.286849671736652996e-03,2.639328296386891839e-03,0.000000000000000000e+00
